"poziom","X.Intercept.","target","model","grupa"
"196",-1.50011115685245,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"197",-1.59327047298292,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"198",-1.5463750206257,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"199",-1.54258548912213,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"200",-3.06850350790987,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"201",-3.13592558924496,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"202",-1.97238152049011,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"203",-2.9628703172467,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"204",-2.04896163629225,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"205",-3.88498964979227,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"206",-2.34470299071999,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"207",-3.43261432654859,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"208",-4.78358230758627,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"209",-5.13916668034186,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"210",-4.68647556280621,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"211",-2.43091483242716,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"212",-3.35619210789242,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"213",-3.93614832509104,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"214",-4.41836620892566,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"215",-4.50647281638464,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"216",-3.87330526098944,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"217",-3.93820098798883,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"218",-1.28158150681082,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"219",-3.44903562973091,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"220",-1.95896026308144,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"221",-1.73869374443402,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"222",-2.28249151520233,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"223",-2.2155431253052,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"224",-2.15585800412332,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"225",-3.11366209166124,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"226",-2.03064556735812,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"227",-0.961050300463644,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"228",-1.45116304159747,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"229",-2.66033938554166,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"230",-2.78855186808052,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"231",-1.85664291248396,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"232",-2.06475135089064,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"233",-3.6620388796631,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"234",-3.36392906804562,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"235",-2.57160118949874,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"236",-2.20591139940018,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"237",-1.47390023061914,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"238",-2.33996607634046,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"239",-1.78227335672553,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"240",-1.80422106001732,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"241",-3.09976714281468,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"242",-2.91281692196983,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"243",-1.27084450088391,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"244",-0.813258571822768,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"245",-1.3084240216281,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"246",-1.76190462489365,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"247",-2.95465966565553,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"248",-2.80402578838696,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"249",-3.10939886871968,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"250",-2.92844873942221,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"251",-1.3745829257953,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"252",0.317284993421487,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"253",-2.95118592844389,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"254",-2.97471260319547,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"255",-3.37608714828639,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"256",-1.67332432599672,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"257",0.948715680210807,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"258",2.26605156915392,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"259",0.356127691333488,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"260",-1.06320975391519,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"261",0.540551557842606,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"262",-1.20673825961449,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"263",-2.1384893180651,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"264",-1.66385049723771,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
