"poziom","X.Intercept.","target","model","grupa"
"220",-0.0359173180222389,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"221",-0.0174927050877754,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"222",0.0421675809313608,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"223",-0.0244845400308404,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"224",-0.0459955662952618,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"225",0.00768951011351531,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"226",-0.0932625626313493,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"227",-0.0681280301362037,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"228",-0.114574922076835,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"229",-0.0782731215007128,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"230",0.108224603393406,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"231",-0.0181717168102471,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"232",-0.060227046923938,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"233",-0.149165330939864,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"234",0.00674967774909945,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"235",0.0670712495225422,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"236",-0.0292918387970948,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"237",0.0214506673723194,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"238",-0.10004475683964,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"239",0.0149959312518219,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"240",-0.116043391954794,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"241",0.00180471408140128,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"242",0.0867016733020779,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"243",0.0951454288778913,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"244",-0.0222114147663942,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"245",0.0392451645362076,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"246",0.0518522985505667,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"247",0.043537300926993,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"248",-0.00692598906292928,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"249",-0.0702365273688631,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"250",-0.0895709507532977,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"251",0.0348217450553954,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"252",-0.132983736195369,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"253",-0.128796453442721,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"254",-0.0611520441771311,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"255",-0.0911198018112686,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"256",0.0813963502779758,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"257",0.0776552521173015,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"258",0.104842756927521,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"259",-0.112141427699465,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"260",-0.0299795169029473,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"261",-0.0216865148019057,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"262",-0.0919096956208308,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"263",0.010540987799733,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"264",-0.00303284209621846,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"265",0.0290310760754023,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"266",0.0557155534663904,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"267",-0.0436573152715677,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"268",-0.0501259838969019,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"269",0.0405123921429136,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"270",-0.0288802500234775,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"271",0.0406808674574418,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"272",-0.0339138929090571,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"273",0.043645358750428,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"274",0.0932996655828053,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
